Question,Answer
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Bồng Lai?,"Ông Đỗ Nguyên Cảnh, một vị tướng của Trịnh Doanh, đã giúp dân dựng chùa bằng cách điều quân về làng tựu xà xếp cột dựng chùa chỉ trong một đêm."
"Ai là người sáng lập, đứng đầu đầu tiên của chùa Bồng Lai?",Thông tin này không được đề cập trong đoạn văn.
Chùa Bồng Lai có ảnh hưởng như thế nào đến cộng đồng địa phương?,Chùa Bồng Lai đã một thời là trung tâm sinh hoạt của cư dân trong vùng.
Chùa Cát Tường tọa lạc tại vị trí nào?,"Chùa Cát Tường tọa lạc tại phường Tiên Cát, thành phố Việt Trì, tỉnh Phú Thọ."
Chùa Cát Tường được xây dựng từ khi nào?,Chùa Cát Tường được xây dựng vào năm 1999.
Chùa Cát Tường đã qua bao nhiêu lần tu sửa?,Chùa Cát Tường được trùng tu lớn vào năm 2016 – 2017.
Diện tích của chùa Cát Tường là bao nhiêu?,Tổng diện tích của chùa Cát Tường là 7.000m2.
Chùa Cát Tường thờ ai?,"Chùa Cát Tường thờ Phật A Di Đà, Phật A Di Lặc, Quan Thế Âm Bồ Tát…và những chư vị tối cao của phật pháp."
Chùa Cát Tường có kiến trúc gì đặc biệt?,Thiết kế chùa theo kiểu truyền thống Phương Đông với những căn nhà cao tầng mang dáng dấp của cung đình. Hệ thống cột đá bên ngoài được chạm trổ rồng mây rất sắc sảo.
Chi tiết về lễ hội chùa Cát Tường?,"Hàng năm ngày lễ Vu Lan báo hiếu, ngày vía đức Từ Phụ A Dì Đà, lễ Phật Đản…được sư trụ trì quan tâm, tổ chức long trọng và ấm cúng."
"Chùa Cát Tường có những gian, tòa nào?","Chùa Cát Tường có nhà tam bảo, nhà tổ, nhà tăng, nhà chay đường, nhà khách…."
Chùa Cây Thị có tên gọi khác là gì?,Chùa Cây Thị còn được gọi là Thiên Phúc Thiền Tự.
Chùa Cây Thị được xây dựng từ khi nào?,"Tương truyền trong dân gian, chùa được khai sơn tạo tự cách đây 1500 năm."
Chùa Cây Thị có bao nhiêu năm tuổi?,"Tương truyền trong dân gian, chùa được khai sơn tạo tự cách đây 1500 năm."
Chùa Cây Thị xây dựng vào thời đại nào?,Chùa Cây Thị được thiết kế theo kiến trúc đặc trưng thời Lý.
Chùa Cây Thị có kiến trúc gì đặc biệt?,"Chùa Cây Thị được thiết kế theo kiến trúc đặc trưng thời Lý với những đường nét, hoa văn rồng, phượng tinh xảo. Chùa được xây dựng dựa theo kiến trúc đặc trưng của thời Lý, từ kết cấu, mái ngói, đến đường nét, hoa văn rồng, phượng, mây, sóng, hoa sen, hoa cúc,… được chạm trổ cầu kỳ, tinh xảo."
Chùa Cây Thị tọa lạc tại vị trí nào?,"Chùa Cây Thị tọa lạc trên núi Thủ Long, khu 14, xã Phú Hộ, thị xã Phú Thọ, tỉnh Phú Thọ."
Chùa Cây Thị thờ ai?,Tòa điện chính thờ Tam Bảo.
Chùa Cây Thị được xây dựng từ vật liệu nào?,Không có thông tin về vật liệu xây dựng cụ thể trong đoạn văn.
Chùa Cây Thị đạt di tích lịch sử cấp quốc gia?,Không có thông tin về việc chùa Cây Thị đạt di tích lịch sử cấp quốc gia trong đoạn văn.
"Chùa Cây Thị có những gian, tòa nào?","Ngoài tòa điện chính thờ Tam Bảo còn có miếu thời Cô Chín đồi chè, nhà thờ Mẫu, nhà thờ Tổ và nhà Tăng."
Chi tiết về các lần tu sửa?,"Chùa Cây Thị đã trải qua bốn lần trùng tu, xây dựng, trong đó lần trùng tu gần nhất và quy mô nhất được hoàn thiện vào năm 2015."
Chi tiết về lễ hội chùa Cây Thị?,"Năm nào cũng vậy, cứ vào dịp đầu xuân, du khách thập phương thường tìm đến viếng cảnh chùa, dâng hương, cầu an lành."
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Cây Thị?,"Năm 512, Lý Bí được Pháp Tổ thiền sư, trụ trì chùa Linh Bảo đưa về nuôi dạy hơn 10 năm. Để nhớ công ơn nuôi dưỡng của Thầy tổ, sau khi xưng vương, Lý Nam Đế (Lý Bí) đã đổi tên chùa là Thiền Phúc."
"Ai là người sáng lập, đứng đầu đầu tiên của chùa Cây Thị?","Theo sơ lược lịch sử chùa Cây Thị, phía Bắc hương Phú Hộ trên núi Thủ Long thuở xưa có ngôi chùa Linh Bảo thờ Phật. Năm 512, Lý Bí được Pháp Tổ thiền sư, trụ trì chùa Linh Bảo đưa về nuôi dạy hơn 10 năm."
Chùa Cây Thị có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Sau khi được trùng tu, xây dựng, chùa Cây Thị trở thành biểu tượng văn hóa tâm linh của người dân xã Phú Hộ, điểm đến thiền tịnh của phật tử bốn phương. Ngôi chùa không chỉ mang ý nghĩa thiêng liêng với người dân Phú Hộ mà còn là điểm tựa tinh thần, là nơi để phật tử gửi gắm niềm tin, nguyện ước, tịnh tâm trước bao bộn bề cuộc sống, rũ bỏ tham, sân, si, trần tục, hướng về cõi Niết bàn."
Chùa Phổ Quang có tên gọi khác là gì?,Chùa Xuân Lũng (tên chữ: Phổ Quang tự).
Chùa Xuân Lũng được xây dựng từ khi nào?,Chùa Xuân Lũng được xây dựng vào khoảng đầu thời Trần.
Chùa Xuân Lũng có bao nhiêu năm tuổi?,Ngôi chùa có niên đại trên 800 năm.
Chùa Xuân Lũng xây dựng vào thời đại nào?,Chùa Xuân Lũng được xây dựng vào khoảng đầu thời Trần.
Chùa Xuân Lũng đã qua bao nhiêu lần tu sửa?,"Chùa Xuân Lũng trải qua nhiều lần tu sửa, lần tu sửa lớn nhất vào năm 1626 và lần gần đây nhất vào tháng 4 năm 2021."
Chùa Xuân Lũng tọa lạc tại vị trí nào?,"Chùa Xuân Lũng tọa lạc trên một quả gò thuộc xóm Chùa, xã Xuân Lũng, huyện Lâm Thao, tỉnh Phú Thọ."
Chùa Xuân Lũng thờ ai?,Đoạn văn không đề cập đến việc chùa Xuân Lũng thờ ai.
Chùa Xuân Lũng được xây dựng từ vật liệu nào?,"Đoạn văn không đề cập chi tiết về vật liệu xây dựng chùa Xuân Lũng, chỉ đề cập đến việc chùa lợp ngói."
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,"Chùa Phổ Quang được Bộ Văn hóa Thông tin (nay là Bộ Văn hóa, Thể thao và Du lịch) công nhận là di tích lịch sử văn hóa cấp quốc gia năm 1980."
"Chùa Xuân Lũng có những gian, tòa nào?","Quần thể Phổ Quang Tự gồm các công trình kiến trúc cơ bản: Tam quan – Gác chuông, nhà văn chỉ, chùa Phổ Quang, nhà bia, nhà Tổ."
Chi tiết về các lần tu sửa?,"Chùa Xuân Lũng trải qua nhiều lần tu sửa, lần tu sửa lớn nhất vào năm 1626 và lần gần đây nhất vào tháng 4 năm 2021. Năm 1626, các vị Tín quan, Phú Xuyên hầu Nguyễn Hiếu Dũng, Sĩ Phủ Nguyễn Văn Vị cùng khoảng 70 vị hội chủ hưng công tổ chức trùng tu các tòa thượng điện, thiêu hương, tiền đường, hậu đường, tam quan…"
"Chi tiết về các bảo vật, hiện vật?","Chùa Xuân Lũng lưu giữ bảo vật quốc gia “Bàn thờ phật bằng đá”. Trên gác chuông treo quả chuông đồng “Phổ Quang tự chung” và khánh đồng đều có niên đại đúc năm Minh Mạng nhị thập niên – năm 1839. Chùa hiện lưu giữ được hơn 30 pho tượng chất liệu gỗ và thổ, được bài trí trên bệ xây."
Chùa Phổ Quang có bốn ngày lễ chính nào?,"Chùa Phổ Quang có bốn ngày lễ chính: Rằm tháng giêng, ngày 8/4 (lễ tắm Phật), rằm tháng 7 (lễ xóa tội vong nhân) và ngày 8/12 âm lịch."
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Xuân Lũng?,"Đoạn văn không đề cập cụ thể đến các sự kiện lịch sử quan trọng đã diễn ra tại chùa Xuân Lũng, nhưng có đề cập đến việc chùa được xây dựng vào thời Trần và trải qua nhiều lần tu sửa, cho thấy chùa có liên quan đến các giai đoạn lịch sử khác nhau."
Chùa Thiên Quang có tên gọi khác là gì?,Xưa chùa có tên là Sơn Cảnh Thừa Long Tự.
Chùa Thiên Quang được xây dựng từ khi nào?,"Không có thông tin cụ thể về thời điểm xây dựng ban đầu, nhưng thời Lê Trung Hưng làm lại chùa gọi là Thiên Quang Thiền Tự."
Chùa Thiên Quang tọa lạc tại vị trí nào?,"Chùa Thiên Quang nằm trong khu di tích lịch sử Đền Hùng, trên núi Nghĩa Lĩnh, xã Hy Cương, huyện Lâm Thao, tỉnh Phú Thọ. Được xây kề bên đền Hạ, ở độ cao 80m."
Chùa Thiên Quang thờ ai?,"Trong chùa có trên 30 pho tượng: Tam thế, A Di Đà, Quan Âm Nam Hải, Quan Âm Tống Tử, Đức Thánh Hiền, Hộ pháp…"
"Chùa Thiên Quang có những gian, tòa nào?","Chùa làm theo kiểu “nội công ngoại quốc” gồm các nhà: Tiền đường, thiêu hương, tam bảo, ở phía trước là dãy hành lang, nhà Tổ ở phía sau."
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,Không có thông tin trong đoạn văn.
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,Không có thông tin trong đoạn văn.
Chi tiết về các lần tu sửa?,Thời Lê Trung Hưng làm lại chùa gọi là Thiên Quang Thiền Tự.
"Chi tiết về các bảo vật, hiện vật?","Trên gác chuông có treo quả chuông đúc vào thời Hậu Lê. Trong chùa có trên 30 pho tượng: Tam thế, A Di Đà, Quan Âm Nam Hải, Quan Âm Tống Tử, Đức Thánh Hiền, Hộ pháp…"
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Thiên Quang?,"Tháng 9 năm 1954, khi về thăm Đền Hùng, tại chùa Thiên Quang, Bác Hồ đã ngồi nghỉ bên gốc cây thiên tuế, sau đó, gặp gỡ và nói chuyện với cán bộ và chiến sỹ Đại đoàn Quân Tiên phong chuẩn bị về tiếp quản thủ đô Hà Nội với lời căn dặn: “Các vua Hùng đã có công dựng nước/ Bác cháu ta phải cùng nhau giữ lấy nước”."
Đền Hùng tọa lạc tại vị trí nào?,"Khu Di tích lịch sử Đền Hùng thuộc thôn Cổ Tích, xã Hy Cương, thành phố Việt Trì, tỉnh Phú Thọ."
Đền Hùng thờ ai?,"Đền Hùng là nơi thờ các vua Hùng có công dựng nước, Tổ Tiên của dân tộc Việt Nam."
Đền Hùng có tên gọi khác là gì?,"Núi Nghĩa Lĩnh (còn gọi là núi Cả theo địa phương hay các tên khác: núi Hùng, núi Hy Cương)"
Đền Hùng có kiến trúc gì đặc biệt?,"Các ngôi đền thờ vua Hùng nằm trên núi Nghĩa Lĩnh (còn gọi là núi Cả theo địa phương hay các tên khác: núi Hùng, núi Hy Cương), có độ cao 175 mét so với mặt nước biển."
Đền Hùng đã qua bao nhiêu lần tu sửa?,"Ngày nay, Đền Hùng đã và đang được tôn tạo, tu bổ, xây dựng xứng đáng là trung tâm văn hoá tâm linh của dân tộc Việt Nam."
Những sự kiện lịch sử quan trọng đã diễn ra tại Đền Hùng?,"Đền Hùng là trung tâm, là tiêu điểm về thời đại các vua Hùng."
Đền Hùng có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Ngày nay, Đền Hùng đã và đang được tôn tạo, tu bổ, xây dựng xứng đáng là trung tâm văn hoá tâm linh của dân tộc Việt Nam."
Chùa Hương có tên gọi khác là gì?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Chùa Hương được xây dựng từ khi nào?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Chùa Hương có bao nhiêu năm tuổi?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Chùa Hương xây dựng vào thời đại nào?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Chùa Hương có kiến trúc gì đặc biệt?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Chùa Hương tổ chức lễ hội vào ngày nào?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Chùa Hương đã qua bao nhiêu lần tu sửa?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Diện tích của chùa Hương là bao nhiêu?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
"Chùa Hương có những bảo vật, hiện vật quý giá nào?",Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Chùa Hương tọa lạc tại vị trí nào?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,Không có thông tin về chùa nào đạt di tích lịch sử cấp quốc gia trong đoạn văn bản này.
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,Quần thể di tích Đình - Đền - Lăng (mộ) thôn Hương Lan trong đó có đền Thiên Cổ được UBND tỉnh công nhận là Di tích lịch sử văn hóa năm 1999.
Những câu chuyện liên quan tới chùa Hương?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
"Chi tiết về các bảo vật, hiện vật?","Những chứng tích quý giá còn lại trong đền như sắc phong, ngọc phả, tượng thầy giáo, cô giáo, tượng hai cô học trò: Tiên Dung - Ngọc Hoa với hai thị nữ theo hầu... luôn được chính quyền địa phương và những người trông coi ngôi đền gìn giữ như báu vật."
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Hương?,Không có thông tin về Chùa Hương trong đoạn văn bản này. Đoạn văn bản mô tả về Thiên Cổ Miếu.
Đền thờ Lạc Long Quân được xây dựng từ khi nào?,Đền thờ Lạc Long Quân được khởi công xây dựng ngày 26-3-2007.
Đền thờ Lạc Long Quân tọa lạc tại vị trí nào?,"Đền thờ Lạc Long Quân tọa lạc tại khu vực Đồi Sim, xã Chu Hóa (TP Việt Trì), cách núi Nghĩa Lĩnh khoảng một km."
Đền thờ Lạc Long Quân được xây dựng từ vật liệu nào?,"Đền chính có nội thất bằng gỗ lim, sơn son thếp vàng, mái lợp ngói mũi hài, nền lát gạch bát tràng, bó vỉa đá xanh."
"Đền thờ Lạc Long Quân có những gian, tòa nào?","Đền thờ Lạc Long Quân bao gồm các hạng mục: đền chính, cổng, trụ biểu, cổng biểu tượng, phương đình (nhà bia), nhà tả vu, hữu vu, lầu hóa vàng, các công trình phụ trợ và hạ tầng kỹ thuật."
Diện tích của Đền thờ Lạc Long Quân là bao nhiêu?,"Đền thờ Lạc Long Quân được chia làm ba khu: Khu A, diện tích gần 9.000m2 xây dựng đền thờ chính; khu B, rộng hơn 9.400m2 xây dựng khu đón tiếp và nhà quản lý; Khu cảnh quan và các công trình phụ trợ rộng hơn 119.000m2."
