Question,Answer
Đền Bảo Hà đã qua bao nhiêu lần tu sửa?,"Đền Bảo Hà đã trải qua một lần tu sửa lớn do bà Lò Thị Quế tổ chức. Đền cũng bị ảnh hưởng lớn qua hai thời kỳ kháng chiến chống Pháp và Mỹ. Năm 1976, một số cổ vật quý trong đền đã được thu gom."
"Đền Bảo Hà có những bảo vật, hiện vật quý giá nào?","Đền Bảo Hà có một số cổ vật quý như tượng, long đao, chuông đồng và sắc phong. Những cổ vật này đã được thu gom vào năm 1976."
Đền Bảo Hà có kiến trúc gì đặc biệt?,"Đền Bảo Hà có kiến trúc truyền thống, thể hiện qua các lễ hội mang đậm phong tục tập quán, toát lên sắc màu các dân tộc cùng với các cổ vật và truyền thuyết về quá trình bảo vệ và xây dựng vùng biên cương. Ngôi đền được xây dựng trang trọng và đúng với các giá trị truyền thống. Đền Bảo Hà là điểm đến không thể bỏ lỡ cho những ai muốn tìm hiểu sâu hơn về văn hóa và lịch sử Việt Nam."
Chi tiết về lễ hội Đền Bảo Hà?,"Đền Bảo Hà có 4 dịp lễ thu hút nhiều du khách. Những ngày lễ chính là: Lễ thượng nguyên (Rằm tháng Giêng), lễ tiệc quan tuần tranh (25 tháng 5 Âm lịch), ngày giỗ ông Hoàng Bảy (17). Trong những ngày lễ hội, quần thể di tích tấp nập người với không khí sôi nổi, hào hứng từ các phần hội ca hát, các điệu múa truyền thống, các trò chơi dân gian cho tới những nghi lễ cầu an, tế lễ, khai hội, dâng hương đều được tổ chức một cách chỉn chu."
Cô Bé Tân An có tên thật là gì?,"Cô Bé Tân An có tên thật là Hoàng Bà Xa. Cô là con gái của đức quan ngài Hoàng Bảy. Cô có công chinh phạt giặc ác, giữ yên bờ cõi."
Cô Bé Tân An được cư dân vùng nào suy tôn là vị Thánh Mẫu?,"Cô Bé Tân An được cư dân vùng Bảo Hà và Khau Ban suy tôn là vị Thánh Mẫu. Cô có tên thật là Hoàng Bà Xa. Cô đã cùng cha là đức quan ngài Hoàng Bảy có công chinh phạt giặc ác, giữ yên bờ cõi."
Đền Cô Bé Tân An tọa lạc tại vị trí nào?,"Đền Cô Bé Tân An tọa lạc tại xã Tân An, huyện Văn Bàn, tỉnh Lào Cai. Đền nằm đối diện với đền thờ Ông Hoàng Bảy, ngay gần cầu Bảo Hà. Hai đền có chung một ban quản lý và tổ chức chung một lễ hội."
Những ngôi đền nào gần đền Cô Bé Tân An?,Đền nằm ngay đối diện với đền thờ Ông Hoàng Bảy qua giữa dòng sông Hồng ngay gần cầu Bảo Hà. Đền Bảo Hà hợp cùng Đền Cô Tân An II đã trở thành “Quần thể di tích Thần vệ quốc Hoàng Bảy”. Hai đền Cô Bé Tân An và Ông Hoàng Bảy đều có chung 1 ban quản lý và được tổ chức chung một lễ hội.
Đền Cô Bé Tân An thờ ai?,"Đền Cô Bé Tân An thờ Nguyễn Hoàng Bà Xa, con gái của Quan Hoàng Bảy. Bà có công chinh phạt giặc ác, giữ yên bờ cõi. Người dân vùng Bảo Hà và Khau Ban suy tôn bà là vị Thánh Mẫu."
Đền Cô Bé Tân An và Đền Quan Hoàng Bảy có chung điều gì?,Đền Cô Bé Tân An và Đền Quan Hoàng Bảy có chung một ban quản lý. Hai đền này được tổ chức chung một lễ hội. Hai ngôi đền đã trở thành một “quần thể di tích Thần vệ quốc Hoàng Bảy”.
"Đền Cô Bé Tân An có những gian, tòa nào?","Đền Cô Bé Tân An là đền thờ chính của Cô Bé Tân An, tọa lạc tại xã Tân An, huyện Văn Bàn, tỉnh Lào Cai. Hiện nay, Đền Cô Tân An II (đối diện với đền Quan Hoàng Bảy qua dòng sông) và Đền Quan Hoàng Bảy có chung một Ban Quản lý. Đền Bảo Hà hợp cùng Đền Cô Tân An II đã trở thành “Quần thể di tích Thần vệ quốc Hoàng Bảy”."
Những câu chuyện liên quan tới Cô Bé Tân An?,"Cô Bé Tân An, tên thật là Hoàng Bà Xa, tương truyền đã cùng cha là đức quan ngài Hoàng Bảy, có công chinh phạt giặc ác, giữ yên bờ cõi, được cư dân vùng Bảo Hà và Khau Ban suy tôn là vị Thánh Mẫu. Theo sử chép, cuối đời Lê (1740- 1786), các châu Thủy Vĩ, Văn Bàn và nhiều nơi khác thuộc phủ Quy Hòa luôn bị giặc Tàu tràn sang cướp phá. Hoàng Bảy thường xuyên đến lễ mỗi khi xuất quân chiến đấu."
Đền Cô Bé Tân An được xây dựng từ vật liệu nào?,"Hiện tại, trong đền chỉ có một bệ thờ bằng gạch ốp, gạch men cao khoảng 70 cm, dài 1,6 m, rộng 80 cm."
Đền Cô Bé Tân An có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đền Cô Bé Tân An và Đền Quan Hoàng Bảy có chung một ban quản lý và được tổ chức chung một lễ hội. Hai đền đã trở thành một ""quần thể di tích Thần vệ quốc Hoàng Bảy"", thu hút hàng vạn lượt du khách mỗi năm. Người dân thường đến đền Cô Bé Tân An để cầu tài lộc và sự phù hộ cho công việc làm ăn."
Đền Cô Bé Tân An được xây dựng từ khi nào?,"Theo một số cụ đồng cựu, đền Cô Tân An có từ trước khi cha con Ông Hoàng Bảy lên trần giữ vùng biên cương. Ngày đó nơi đây chỉ là một miếu nhỏ thờ Mẫu Thượng Ngàn với hiện thân là La Bình Công Chúa. Đây là nơi cha con Quan Hoàng Bảy thường xuyên đến lễ mỗi khi xuất quân chiến đấu."
Đền Hàng Phố tọa lạc tại vị trí nào?,"Đền Hàng Phố tọa lạc tại số 32, đường Fansipan Sa Pa. Đền nằm cách trung tâm thị trấn Sa Pa khoảng 50m. Vị trí này rất thuận tiện để di chuyển vì thuộc tuyến du lịch đến làng Cát Cát H’Mong."
Đền Hàng Phố thờ ai?,"Đền Hàng Phố thờ Đức Thánh Trần Hưng Đạo. Đền mang trong mình một vẻ cổ kính và hữu tình của non sông gấm vóc. Du khách có thể kết hợp tìm hiểu lịch sử, thực hiện tín ngưỡng cầu bình an và mãn nhãn trước công trình xây dựng giữa thiên nhiên hùng vĩ."
Đền Hàng Phố tổ chức lễ hội vào ngày nào?,"Đền Hàng Phố tổ chức ngày lễ chính vào ngày 20 tháng 8 (Âm lịch). Vào ngày lễ, bạn sẽ cảm nhận được sự thiêng liêng của nơi này. Bạn có thể chứng kiến những người lớn tuổi có uy tín khoác lên mình."
Đền Hàng Phố có kiến trúc gì đặc biệt?,"Đền Hàng Phố mang trong mình một vẻ cổ kính và hữu tình của non sông gấm vóc. Mặt trước chùa hướng ra thung lũng Mường Hoa đẹp đến nao lòng và mặt sau chùa tựa lưng vào một ngọn núi đá vững trãi, trang nghiêm. Ngôi đền là một công trình xây dựng ẩn hiện giữa thiên nhiên hùng vĩ."
Đền Mẫu Sơn Sapa có bao nhiêu năm tuổi?,"Đền Mẫu Sơn Sapa đã có hơn 200 năm tuổi. Đền là một trong ba ngôi đền cổ có những dấu tích văn hóa, lịch sử còn tồn tại bên trong thị trấn Sapa. Đền Mẫu Sơn là địa điểm du lịch tâm linh nổi tiếng ở Sapa."
Đền Mẫu Sơn tọa lạc tại vị trí nào?,"Đền Mẫu Sơn tọa lạc tại tổ 4a, đường Thạch Sơn, thị trấn Sapa. Đền Mẫu Thượng Ngàn nằm tọa lạc tại tổ 11, thị trấn Sapa."
Đền Mẫu Sơn thờ ai?,Đền Mẫu Sơn thờ công chúa Liễu Hạnh. Công chúa Liễu Hạnh là một vị công chúa xinh đẹp và tài hoa trong “tứ bất tử”. Tương truyền rằng công chúa Liễu Hạnh là người nhà trời được phái xuống trần gian để cứu người.
Từng gian ở đền Mẫu Sơn thờ ai?,"Gian hậu cung thờ Mẫu Thác Bà và Tam Tòa Thánh Mẫu. Ngoài thần Diệu Minh Đạt, đền còn thờ Tam Phủ và các Hoàng Cô Hoàng Cậu. Nữ thần Diệu Minh Đạt là vị duy nhất được nhắc đến trong sắc phong cùng văn chầu và bài khấn."
Đền Mẫu Sơn có kiến trúc gì đặc biệt?,"Cổng của Đền Mẫu Sơn được thiết kế theo lối kiến trúc cổng tam quan một tầng mái rất quen thuộc với Phật giáo Việt Nam. Đền có ba lối đi vào, có một lối chính ở giữa lớn và hai lối phụ nhỏ hai bên hông và một chính điện duy nhất giữa đền. Phía trước điện, khách thăm quan sẽ được chiêm ngưỡng một bia đá được chạm khắc."
Chi tiết về lễ hội đền Mẫu Sơn?,"Đền Mẫu Sơn mở cửa đón khách thập phương đến dâng hương, cúng viếng và cầu bình an vào các ngày rằm và mùng một âm lịch hàng tháng. Đặc biệt vào ngày 13/3 âm lịch hàng năm, lễ Chúa Sơn vào 27/7 và lễ Phật Đản, ngôi đền này có rất nhiều du khách trong và ngoài nước viếng thăm."
Đền Mẫu Thượng Ngàn tọa lạc tại vị trí nào?,"Đền Mẫu Thượng Ngàn nằm tọa lạc tại tổ 11, thị trấn Sa Pa. Ngôi đền nằm lưng tựa vào núi, mặt trong hướng ra ngoài không gian rộng lớn. Đây là nơi thờ Công chúa Liễu Hạnh, bà chúa Thượng Ngàn."
Đền Mẫu Thượng Ngàn thờ ai?,"Đền Mẫu Thượng Ngàn thờ Công chúa Liễu Hạnh, bà chúa Thượng Ngàn. Bà đại diện cho hồn thiêng sông núi trấn giữ và bảo vệ bờ cõi nước Nam. Bà là một trong ba vị Tam tòa Thánh Mẫu trong tín ngưỡng thờ Mẫu của người Việt Nam."
Đền Mẫu Thượng Ngàn có kiến trúc gì đặc biệt?,"Đền Mẫu Thượng Ngàn nằm lưng tựa vào núi, mặt hướng ra không gian rộng lớn. Đền thờ Công chúa Liễu Hạnh, bà chúa Thượng Ngàn, người đại diện cho hồn thiêng sông núi trấn giữ và bảo vệ bờ cõi nước Nam."
Đền Mẫu tọa lạc tại vị trí nào?,"Đền Mẫu thuộc tổ 4, phường Lào Cai, thành phố Lào Cai. Đền Mẫu tọa lạc bên hữu ngạn sông Chảy, mặt hướng ra sông theo hướng Đông Đông bắc. Nơi đây cũng là cửa khẩu quốc tế Lào Cai (Việt Nam) - Hà Khẩu (Vân Nam - Trung Quốc)."
Đền Mẫu thờ ai?,Đền Mẫu là nơi thờ đức Thánh mẫu Liễu Hạnh công chúa. Đền còn thờ Bà Chúa Thượng Ngàn. Bà Chúa Thượng Ngàn là một trong ba vị Tam tòa Thánh Mẫu trong tín ngưỡng thờ Mẫu của người Việt Nam.
Đền Mẫu được xây dựng từ khi nào?,"Đền Mẫu được xây dựng từ đầu thế kỷ 18. Đền tọa lạc tại địa phận làng Lão Nhai (nay là thành Phố Lào Cai). Đền Mẫu được Bộ Văn hóa, Thể thao và Du lịch công nhận là Di tích Lịch sử Văn hóa cấp Quốc gia năm 2011."
Đền Mẫu có bao nhiêu năm tuổi?,"Đền Mẫu được xây dựng từ đầu thế kỷ 18. Mặc dù đã trải qua hàng trăm năm với biết bao biến cố thăng trầm của lịch sử, đền Mẫu vẫn là cột mốc biên giới linh thiêng. Đền Mẫu được Bộ Văn hóa, Thể thao và Du lịch công nhận là Di tích Lịch sử Văn hóa cấp Quốc gia theo Quyết định số 325/QĐ-BVHTTDL ngày 26/01/2011."
Đền Mẫu được xây dựng từ vật liệu nào?,"Tôi xin lỗi, thông tin này không có trong tài liệu. Tài liệu chỉ đề cập đến thời gian xây dựng và vị trí của đền Mẫu."
Những sự kiện lịch sử quan trọng đã diễn ra tại Đền Mẫu?,Đền Mẫu được xây dựng từ đầu thế kỷ 18 và đã được các vua nhà Nguyễn ban cho 3 đạo sắc phong. Phía sau ngôi đền tựa vào bức tường cổ do nghĩa quân Lưu Vĩnh Phúc xây dựng nhằm chống giặc ngoại xâm bảo vệ biên cương bờ cõi. Đền Mẫu cũng là nơi mà quân Cờ Vàng của Lưu Vĩnh Phúc nhảy xuống tự vẫn sau khi bại trận.
Đền Mẫu có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đền Mẫu là một cột mốc văn hóa tâm linh của vùng biên giới phía Bắc. Cùng với đền Thượng, đền Mẫu hợp thành một quần thể di tích tâm linh và là ""thương hiệu"" du lịch đầu xuân của tỉnh Lào Cai. Đền Mẫu còn là địa chỉ đỏ của cội nguồn lịch sử, văn hóa dân tộc."
Đền Thượng có tên gọi khác là gì?,Đền Thượng còn được gọi là Thánh Trần Từ. Đền Thượng Tuyên Quang còn được gọi là đền Sâm Sơn hay đền Tình Húc dưới triều Nguyễn. Đền Thượng nằm trên thác Ghềnh.
Đền Thượng được xây dựng từ khi nào?,"Đền Thượng còn gọi là Thánh Trần Từ, được xây dựng vào thời Lê, niên hiệu Chính Hòa (1680-1705). Một ngôi đền khác cũng có tên là Đền Thượng được xây dựng vào khoảng đầu thế kỷ XVIII thời Lê Trung Hưng."
Đền Thượng xây dựng vào thời đại nào?,"Đền Thượng được xây dựng vào thời Lê, niên hiệu Chính Hòa (1680-1705). Một đền Thượng khác được xây dựng vào khoảng đầu thế kỷ XVIII thời Lê Trung Hưng."
Đền Thượng có kiến trúc gì đặc biệt?,"Đền Thượng được xây dựng theo lối kiến trúc cổ hình chữ Công (I), tuân theo thuyết phong thủy. Kiến trúc truyền thống kết hợp với nét văn hóa bản địa, tạo cho ngôi đền mang dáng vẻ uy nghi lộng lẫy. Ngôi đền lưu giữ nhiều di vật, hiện vật quý hiếm với đa dạng chất liệu, cùng các thư tịch Hán Nôm cổ như hoành phi, câu đối, sắc phong."
Đền Thượng tổ chức lễ hội vào ngày nào?,"Lễ hội Đền Thượng thường được tổ chức vào các ngày 13, 14 và ngày rằm tháng giêng Âm lịch. Lễ hội diễn ra gồm 2 phần: ""phần lễ"" và ""phần hội"". Các lễ lớn tại đền Thượng Tuyên Quang bao gồm lễ khai bút ngày 2 tháng Giêng, lễ Thượng nguyên giải hạn ngày 10."
